4002, 28899, 1, 0, 0
5004, 57286, 1, 0, 0
6005, 57286, 1, 0, 0
7006, 60611, 1, 0, 0
8007, 64191, 1, 0, 0
9008, 51660, 1, 0, 0
10009, 56007, 1, 0, 0
11011, 56007, 1, 0, 0
12012, 58309, 1, 0, 0
13013, 57030, 1, 0, 0
14014, 63424, 1, 0, 0
15015, 50125, 1, 0, 0
16016, 59588, 1, 0, 0
17017, 57798, 1, 0, 0
18018, 48640, 1, 0, 0
19019, 56320, 1, 0, 0
20020, 58309, 1, 0, 0
21021, 60672, 1, 0, 0
22022, 51200, 1, 0, 0
23023, 52480, 1, 0, 0
24024, 56064, 1, 0, 0
25025, 52736, 1, 0, 0
26025, 46592, 1, 0, 0
27026, 61184, 1, 0, 0
28027, 61440, 1, 0, 0
29028, 53760, 1, 0, 0
30029, 58112, 1, 0, 0
31028, 49969, 1, 0, 0
32028, 54326, 1, 0, 0
33029, 50432, 1, 0, 0
34029, 50482, 1, 0, 0
35028, 61501, 1, 0, 0
36028, 60220, 1, 0, 0
37029, 58624, 1, 0, 0
38028, 46382, 1, 0, 0
39029, 51968, 1, 0, 0
40029, 55607, 1, 0, 0
41028, 49713, 1, 0, 0
42029, 51968, 1, 0, 0
43029, 54070, 1, 0, 0
44028, 46126, 1, 0, 0
45029, 43776, 1, 0, 0
46029, 62270, 1, 0, 0
47028, 51507, 1, 0, 0
48029, 52224, 1, 0, 0
49028, 51763, 1, 0, 0
50028, 47407, 1, 0, 0
51029, 50688, 1, 0, 0
52029, 45312, 1, 0, 0
53029, 58170, 1, 0, 0
54029, 47616, 1, 0, 0
55029, 46894, 1, 0, 0
56028, 56120, 1, 0, 0
57029, 56064, 1, 0, 0
58029, 54838, 1, 0, 0
59029, 55040, 1, 0, 0
60029, 53045, 1, 0, 0
61029, 55808, 1, 0, 0
62029, 53301, 1, 0, 0
63028, 49457, 1, 0, 0
64029, 56320, 1, 0, 0
65029, 38438, 1, 0, 0
66029, 52736, 1, 0, 0
67029, 47151, 1, 0, 0
68030, 57600, 1, 0, 0
69029, 49201, 1, 0, 0
70029, 46894, 1, 0, 0
71029, 56888, 1, 0, 0
72029, 57088, 1, 0, 0
73029, 57145, 1, 0, 0
74029, 53301, 1, 0, 0
75029, 52480, 1, 0, 0
76029, 58426, 1, 0, 0
77029, 56832, 1, 0, 0
78029, 59195, 1, 0, 0
79029, 54838, 1, 0, 0
80029, 52480, 1, 0, 0
81029, 54070, 1, 0, 0
82029, 49920, 1, 0, 0
83029, 46382, 1, 0, 0
84029, 55040, 1, 0, 0
85029, 46126, 1, 0, 0
86028, 56888, 1, 0, 0
87029, 60160, 1, 0, 0
88029, 54326, 1, 0, 0
89029, 49152, 1, 0, 0
90029, 52788, 1, 0, 0
91029, 43008, 1, 0, 0
92029, 60988, 1, 0, 0
93029, 55863, 1, 0, 0
94029, 56064, 1, 0, 0
95029, 53045, 1, 0, 0
96029, 50432, 1, 0, 0
97029, 58426, 1, 0, 0
98028, 52020, 1, 0, 0
99029, 59392, 1, 0, 0
100029, 52788, 1, 0, 0
101029, 53557, 1, 0, 0
102029, 50688, 1, 0, 0
103029, 49201, 1, 0, 0
104029, 62976, 1, 0, 0
105029, 47872, 1, 0, 0
106029, 54582, 1, 0, 0
107029, 59392, 1, 0, 0
108029, 56832, 1, 0, 0
109029, 55863, 1, 0, 0
110029, 53248, 1, 0, 0
111029, 55095, 1, 0, 0
112029, 58880, 1, 0, 0
113029, 47616, 1, 0, 0
114029, 41001, 1, 0, 0
115029, 48384, 1, 0, 0
116029, 51200, 1, 0, 0
117029, 62014, 1, 0, 0
118029, 60160, 1, 0, 0
119029, 57657, 1, 0, 0
120029, 62976, 1, 0, 0
121029, 42752, 1, 0, 0
122029, 53557, 1, 0, 0
