58006, 256, 1, 0, 0
59005, 1793, 1, 0, 0
60004, 1537, 1, 0, 0
61005, 1280, 1, 0, 0
64005, 512, 1, 0, 0
65004, 256, 1, 0, 0
66005, 256, 1, 0, 0
67005, 256, 1, 0, 0
69005, 512, 1, 0, 0
71005, 256, 1, 0, 0
72005, 1792, 1, 0, 0
74005, 1537, 1, 0, 0
75005, 512, 1, 0, 0
76005, 512, 1, 0, 0
77005, 768, 1, 0, 0
78004, 1793, 1, 0, 0
79005, 1024, 1, 0, 0
80005, 512, 1, 0, 0
82006, 256, 1, 0, 0
83005, 1025, 1, 0, 0
84005, 768, 1, 0, 0
85006, 1280, 1, 0, 0
90004, 1537, 1, 0, 0
91005, 512, 1, 0, 0
92005, 768, 1, 0, 0
93005, 1792, 1, 0, 0
94005, 2306, 1, 0, 0
95005, 1024, 1, 0, 0
96005, 1280, 1, 0, 0
98005, 512, 1, 0, 0
99005, 256, 1, 0, 0
100005, 1281, 1, 0, 0
101005, 1792, 1, 0, 0
102005, 768, 1, 0, 0
103006, 256, 1, 0, 0
104005, 1793, 1, 0, 0
105005, 768, 1, 0, 0
106006, 768, 1, 0, 0
107005, 768, 1, 0, 0
108005, 1024, 1, 0, 0
109005, 1025, 1, 0, 0
110005, 2304, 1, 0, 0
111005, 512, 1, 0, 0
113005, 1281, 1, 0, 0
114005, 1024, 1, 0, 0
115005, 512, 1, 0, 0
117005, 768, 1, 0, 0
118005, 1536, 1, 0, 0
119006, 256, 1, 0, 0
120005, 1281, 1, 0, 0
121005, 1280, 1, 0, 0
122006, 768, 1, 0, 0
124004, 2050, 1, 0, 0
125005, 2304, 1, 0, 0
126005, 768, 1, 0, 0
127005, 2304, 1, 0, 0
128005, 512, 1, 0, 0
129006, 2304, 1, 0, 0
130005, 1281, 1, 0, 0
131004, 512, 1, 0, 0
132005, 768, 1, 0, 0
133005, 256, 1, 0, 0
134005, 512, 1, 0, 0
135005, 256, 1, 0, 0
136006, 256, 1, 0, 0
137005, 1025, 1, 0, 0
138005, 1280, 1, 0, 0
139005, 1280, 1, 0, 0
140006, 1280, 1, 0, 0
142005, 1280, 1, 0, 0
144005, 768, 1, 0, 0
145005, 256, 1, 0, 0
146005, 256, 1, 0, 0
147006, 512, 1, 0, 0
148005, 2818, 1, 0, 0
150005, 512, 1, 0, 0
151006, 1280, 1, 0, 0
152005, 768, 1, 0, 0
153005, 512, 1, 0, 0
154005, 2304, 1, 0, 0
155006, 512, 1, 0, 0
156005, 2050, 1, 0, 0
157005, 2048, 1, 0, 0
158005, 1024, 1, 0, 0
159005, 256, 1, 0, 0
160005, 256, 1, 0, 0
161005, 256, 1, 0, 0
165005, 1536, 1, 0, 0
166006, 3328, 1, 0, 0
167005, 1793, 1, 0, 0
168005, 256, 1, 0, 0
169006, 256, 1, 0, 0
171005, 1792, 1, 0, 0
172005, 1536, 1, 0, 0
173005, 768, 1, 0, 0
174006, 1024, 1, 0, 0
177006, 512, 1, 0, 0
178005, 768, 1, 0, 0
180005, 256, 1, 0, 0
